,GM,DAY,DATE,ET,LOCAL,AWAY,HOME,AWAY.TV,DUR,HH.RTG,HH.SHR,HH.IMP,P2..IMP,HOME.TV,DUR.1,HH.RTG.1,HH.SHR.1,HH.IMP.1,P2..IMP.1,NAT.TV,CN.TV
1817,584,Wed,1/13/2016,10:00:00 PM,7:00:00 PM,UTA,POR,ROOT-RM,150,3.4,5.9,30,NA,CSN-POR,150,3.5,6,40,60,,
1818,585,Wed,1/13/2016,10:00:00 PM,7:00:00 PM,NOP,SAC,FSNO,135,1.511111111,2.444444444,9.555555556,NA,CSN-S,135,1.6,2,21,27,,
1819,586,Wed,1/13/2016,10:30:00 PM,7:30:00 PM,MIA,LAC,FS-SUN,165,0.9,2,15,17,FSNP,150,1.3,2,71,93,ESPN,
1821,587,Thu,1/14/2016,7:00:00 PM,7:00:00 PM,CHI,PHI,WPWR,180,3.3,6,113,175,CSN-P,165,1.6,2,45,58,,
1820,588,Thu,1/14/2016,3:00:00 PM,8:00:00 PM,TOR,ORL,,NA,,NA,NA,NA,FSFL,180,0.5,1,7,14,NBA TV,
1822,589,Thu,1/14/2016,8:00:00 PM,7:00:00 PM,DET,MEM,FSD,150,1.4,2,26,31,FSSE-MEM,150,3.34,4.7,21.1,,,
1823,590,Thu,1/14/2016,8:00:00 PM,7:00:00 PM,CLE,SAS,,NA,,NA,NA,NA,,NA,,,,,TNT,
1824,591,Thu,1/14/2016,9:00:00 PM,7:00:00 PM,SAC,UTA,CSN-S,150,1.4,2,19,30,ROOT-RM,150,2.83,4.7,25.1,,,
1825,592,Thu,1/14/2016,10:30:00 PM,7:30:00 PM,LAL,GSW,,NA,,NA,NA,NA,,NA,,,,,TNT,
1826,593,Fri,1/15/2016,7:00:00 PM,7:00:00 PM,WAS,IND,CSN-W,150,1,2,23,37,FSI,150,2.9,5,31,,,
1827,594,Fri,1/15/2016,7:00:00 PM,6:00:00 PM,MIN,OKC,,NA,,NA,NA,NA,FSOK,150,5.43,9,37.9,,ESPN,
1828,595,Fri,1/15/2016,7:30:00 PM,7:30:00 PM,PHX,BOS,FSA,135,1.4,3,26,31,CSN-NE,150,2,4,48,60,,
1829,596,Fri,1/15/2016,7:30:00 PM,7:30:00 PM,POR,BRK,CSN-POR,150,2.4,5,28,32,YES,135,0.6,1,44,54,,
1830,597,Fri,1/15/2016,8:00:00 PM,7:00:00 PM,DAL,CHI,FSSW-DAL,150,2.1,4,55,75,WGN,150,5.6,9,195,291,,
1831,598,Fri,1/15/2016,8:00:00 PM,7:00:00 PM,CHA,NOP,FSSE-CHA,150,0.78,1.2,9,11,FSNO,135,1.011111111,1.555555556,6.222222222,,,
1832,599,Fri,1/15/2016,8:00:00 PM,7:00:00 PM,ATL,MIL,FSSE-ATL,165,1.5,2,35,44,FSNWI,165,2,3,17,,,
1833,600,Fri,1/15/2016,9:00:00 PM,7:00:00 PM,MIA,DEN,FS-SUN,150,3.3,6,55,81,ASE,150,1.1,2,17,23,,
1834,601,Fri,1/15/2016,9:30:00 PM,8:30:00 PM,CLE,HOU,FSO,165,4.7,8,71,108,ROOT-SW,165,1.7,3,41,66,ESPN,
1837,602,Sat,1/16/2016,7:30:00 PM,7:30:00 PM,BRK,ATL,YES,135,0.3,1,22,22,FSSE-ATL,135,0.7,1,17,21,,
1835,603,Sat,1/16/2016,7:00:00 PM,7:00:00 PM,MIL,CHA,FSNWI,150,0.4,1,4,NA,FSSE-CHA,135,0.322222222,1,3.777777778,3.777777778,,
1836,604,Sat,1/16/2016,7:00:00 PM,7:00:00 PM,BOS,WAS,CSN-NE,165,0.7,1,18,23,CSN-W,165,0.7,1,18,35,,
1838,605,Sat,1/16/2016,7:30:00 PM,7:30:00 PM,GSW,DET,CSN-BA,150,6.5,13,161,238,FSD,165,2.2,4,40,56,,
1839,606,Sat,1/16/2016,7:30:00 PM,7:30:00 PM,POR,PHI,CSN-POR,150,1.6,3,18,22,CSN-P,150,0.7,1,22,30,,
1840,607,Sat,1/16/2016,8:00:00 PM,7:00:00 PM,NYK,MEM,MSG,150,1.5,3,114,128,FSSE-MEM,150,1.42,2,9.1,,,
1841,608,Sat,1/16/2016,9:00:00 PM,7:00:00 PM,LAL,UTA,TWC SN/TWC D,135,0.7,1,41,48,ROOT-RM,135,2.966666667,5.222222222,26.22222222,,,
1842,609,Sat,1/16/2016,10:30:00 PM,7:30:00 PM,SAC,LAC,CSN-S,150,1.5,3,21,28,FSNP,150,1,2,56,92,,
1843,610,Sun,1/17/2016,3:30:00 PM,2:30:00 PM,PHX,MIN,FSA,150,0.6,1,10,20,FSNN-MIN,150,0.6,1,11,12,,
1844,611,Sun,1/17/2016,7:00:00 PM,6:00:00 PM,MIA,OKC,FS-SUN,150,3.4,5,56,78,FSOK,150,6.41,9.3,45,,,
1845,612,Sun,1/17/2016,7:00:00 PM,6:00:00 PM,DAL,SAS,FSSW-DAL,150,1.4,2,36,60,FSSW-SA,150,8.3,13,76,,,
1846,613,Sun,1/17/2016,8:00:00 PM,6:00:00 PM,IND,DEN,FSI,165,3.2,5,34,NA,ASE,165,0.6,1,9,14,NBA TV,
1847,614,Sun,1/17/2016,9:30:00 PM,6:30:00 PM,HOU,LAL,ROOT-SW,135,1.6,3,39,62,TWC SN/TWC D,150,1.2,2,66,97,,
1848,615,Mon,1/18/2016,1:00:00 PM,1:00:00 PM,PHI,NYK,CSN-P,195,1.5,4,45,55,MSG,195,2.5,6,187,223,,
1849,616,Mon,1/18/2016,2:00:00 PM,2:00:00 PM,UTA,CHA,ROOT-RM,150,2.89,8.3,25.2,NA,FSSE-CHA,150,0.27,0.8,3.4,3.7,,
1850,617,Mon,1/18/2016,2:00:00 PM,2:00:00 PM,POR,WAS,CSN-POR,150,1.7,6,20,29,CSN-W,135,0.5,1,11,19,,
1851,618,Mon,1/18/2016,2:30:00 PM,1:30:00 PM,NOP,MEM,,NA,,NA,NA,NA,,NA,,,,,ESPN,
1852,619,Mon,1/18/2016,3:30:00 PM,3:30:00 PM,CHI,DET,WGN,150,4,9,140,182,FSD,150,2.1,4,38,44,,
1853,620,Mon,1/18/2016,5:00:00 PM,5:00:00 PM,ORL,ATL,FSFL,135,0.8,1,11,19,FSSE-ATL,135,1.4,3,34,41,NBA TV,
1854,621,Mon,1/18/2016,7:30:00 PM,7:30:00 PM,BRK,TOR,YES,135,0.4,1,29,34,,NA,,,,,,
1855,622,Mon,1/18/2016,8:00:00 PM,8:00:00 PM,GSW,CLE,,NA,,NA,NA,NA,,NA,,,,,TNT,
1856,623,Mon,1/18/2016,8:30:00 PM,7:30:00 PM,BOS,DAL,CSN-NE,180,2.1,4,50,68,FSSW-DAL,180,2,3,54,70,,
1857,624,Mon,1/18/2016,10:30:00 PM,7:30:00 PM,HOU,LAC,,NA,,NA,NA,NA,,NA,,,,,TNT,
1858,625,Tue,1/19/2016,7:30:00 PM,7:30:00 PM,MIL,MIA,FSNWI,150,1.5,2,13,NA,FS-SUN,150,4.2,7,70,92,,
1859,626,Tue,1/19/2016,8:00:00 PM,7:00:00 PM,MIN,NOP,FSNN-MIN,150,1.8,3,31,44,FSNO,150,1.57,2.3,10,,NBA TV,
1860,627,Tue,1/19/2016,9:00:00 PM,7:00:00 PM,OKC,DEN,FSOK,165,8.9,13.27272727,62.36363636,NA,ASE,165,1.3,2,21,28,,
1861,628,Tue,1/19/2016,9:00:00 PM,7:00:00 PM,IND,PHX,FSI,165,2.7,5,29,NA,FSA,165,1.5,2,27,39,,
1862,629,Wed,1/20/2016,7:00:00 PM,7:00:00 PM,PHI,ORL,CSN-P,135,1.4,2,42,53,FSFL,150,1.1,2,17,26,,
1863,630,Wed,1/20/2016,7:00:00 PM,7:00:00 PM,MIA,WAS,FS-SUN,150,2.4,4,40,46,CSN-W,135,0.8,1,19,41,,
1864,631,Wed,1/20/2016,7:30:00 PM,7:30:00 PM,CLE,BRK,FSO,135,9.5,14,142,210,YES,135,0.4,1,26,31,,
1865,632,Wed,1/20/2016,7:30:00 PM,7:30:00 PM,UTA,NYK,ROOT-RM,180,3.35,6.75,29.66666667,NA,MSG,180,3,5,222,268,,
1866,633,Wed,1/20/2016,7:30:00 PM,7:30:00 PM,BOS,TOR,CSN-NE,NA,,NA,NA,NA,,NA,,,,,,
1867,634,Wed,1/20/2016,8:00:00 PM,7:00:00 PM,GSW,CHI,CSN-BA,150,7.2,15,178,246,CSN-C,150,4,6,139,205,ESPN,
1868,635,Wed,1/20/2016,8:00:00 PM,7:00:00 PM,DET,HOU,FSD,165,1.3,2,24,32,ROOT-SW,165,1.5,2,35,48,,
1869,636,Wed,1/20/2016,8:00:00 PM,7:00:00 PM,CHA,OKC,FSSE-CHA,150,0.56,1,6.5,6,FSOK,150,8.78,12.8,61.7,,,
1870,637,Wed,1/20/2016,8:30:00 PM,7:30:00 PM,MIN,DAL,FSNN-MIN,165,0.8,1,15,23,FSSW-DAL,165,1.9,3,51,61,,
1871,638,Wed,1/20/2016,10:30:00 PM,7:30:00 PM,SAC,LAL,CSN-S,150,2.66,4,35.9,47,TWC SN/TWC D,150,2,3,108,142,,
1872,639,Wed,1/20/2016,10:30:00 PM,7:30:00 PM,ATL,POR,FSSE-ATL,165,0.3,1,8,11,KGW,165,6.1,11,69,97,ESPN,
1873,640,Thu,1/21/2016,8:00:00 PM,8:00:00 PM,LAC,CLE,,NA,,NA,NA,NA,,NA,,,,,TNT,
1874,641,Thu,1/21/2016,8:00:00 PM,7:00:00 PM,DET,NOP,FSD,150,1.6,2,29,34,FSNO,150,1.52,2.3,9.6,,,
1875,642,Thu,1/21/2016,9:00:00 PM,7:00:00 PM,MEM,DEN,FSSE-MEM,165,2.627272727,3.818181818,16.54545455,NA,ASE,150,1.2,2,19,23,,
1876,643,Thu,1/21/2016,10:00:00 PM,7:00:00 PM,ATL,SAC,FSSE-ATL,150,0.8,2,19,25,CSN-S,150,2.66,4,36,50.9,,
1877,644,Thu,1/21/2016,10:30:00 PM,8:30:00 PM,SAS,PHX,KENS,150,6,12,54,NA,,NA,,,,,TNT,
1878,645,Fri,1/22/2016,7:00:00 PM,7:00:00 PM,CHA,ORL,FSSE-CHA,150,1.15,1.6,13.4,17.1,FSFL,165,1.3,2,19,21,,
1879,646,Fri,1/22/2016,7:30:00 PM,7:30:00 PM,CHI,BOS,WPWR,150,3.1,5,106,150,CSN-NE,150,2.2,4,53,69,,
1880,647,Fri,1/22/2016,7:30:00 PM,7:30:00 PM,UTA,BRK,ROOT-RM,135,3.044444444,6.555555556,27,NA,YES,135,0.2,0,15,17,,
1881,648,Fri,1/22/2016,7:30:00 PM,7:30:00 PM,LAC,NYK,FSNP,150,1.2,3,65,81,MSG,150,2.6,4,192,249,,
1882,649,Fri,1/22/2016,8:00:00 PM,8:00:00 PM,MIA,TOR,FS-SUN,150,2.4,4,41,66,,NA,,,,,ESPN,
1883,650,Fri,1/22/2016,8:00:00 PM,7:00:00 PM,MIL,HOU,FSNWI,150,1.7,3,15,NA,ROOT-SW,150,1.7,3,41,61,,
1884,651,Fri,1/22/2016,8:30:00 PM,7:30:00 PM,OKC,DAL,FSOK,150,9.05,13.6,63.4,NA,FSSW-DAL,150,2.7,5,71,102,,
1885,652,Fri,1/22/2016,10:30:00 PM,7:30:00 PM,IND,GSW,FSI,150,1.8,4,20,NA,CSN-BA,150,8.8,16,219,333,ESPN,
1886,653,Fri,1/22/2016,10:30:00 PM,7:30:00 PM,SAS,LAL,FSSW-SA,135,8.7,15,79,NA,TWC SN/TWC D,135,1.2,2,64,95,,
1887,654,Sat,1/23/2016,6:30:00 PM,6:30:00 PM,UTA,WAS,ROOT-RM,NA,,NA,NA,NA,CSN-W,NA,,,,,,
1888,655,Sat,1/23/2016,7:00:00 PM,7:00:00 PM,NYK,CHA,MSG,150,2.36,3.5,174.3,226.3,FSSE-CHA,150,1.05,1.5,12.4,16.5,,
1889,656,Sat,1/23/2016,7:00:00 PM,7:00:00 PM,BOS,PHI,CSN-NE,NA,,NA,NA,NA,CSN-P,NA,,,,,,
1890,657,Sat,1/23/2016,7:00:00 PM,6:00:00 PM,MIL,NOP,FSNWI,135,1.4,3,12,NA,FSNO,135,1.1,1.555555556,7,,,
1891,658,Sat,1/23/2016,8:00:00 PM,7:00:00 PM,MEM,MIN,FSSE-MEM,165,2.34,3.3,14.8,NA,FSNN-MIN,150,1,2,17,25,,
1892,659,Sat,1/23/2016,8:30:00 PM,8:30:00 PM,CHI,CLE,,NA,,NA,NA,NA,,NA,,,,,ABC,
1893,660,Sat,1/23/2016,9:00:00 PM,7:00:00 PM,ATL,PHX,FSSE-ATL,150,0.6,1,15,22,FSA,150,1.4,2,26,38,,
1894,661,Sat,1/23/2016,9:30:00 PM,7:30:00 PM,DET,DEN,FSD+,150,0.7,1,14,21,ASE2,150,0.47,1.1,7.4,8.1,,
1895,662,Sat,1/23/2016,10:30:00 PM,7:30:00 PM,LAL,POR,TWC SN/TWC D,135,1,2,56,74,CSN-POR,150,4,7,45,73,,
1896,663,Sat,1/23/2016,10:30:00 PM,7:30:00 PM,IND,SAC,FSI,150,2.3,5,25,NA,CSN-S,150,3.1,6,42,58,,
1897,664,Sun,1/24/2016,3:30:00 PM,3:30:00 PM,OKC,BRK,FSOK,135,6.044444444,8.333333333,42.33333333,NA,YES,135,0.4,1,27,30,,
1898,665,Sun,1/24/2016,3:30:00 PM,2:30:00 PM,DAL,HOU,FSSW-DAL,150,0.8,1,22,26,ROOT-SW,150,1.1,2,25,31,,
1899,666,Sun,1/24/2016,6:00:00 PM,6:00:00 PM,LAC,TOR,FSNP,150,0.7,1,41,54,,NA,,,,,,
1900,667,Mon,1/25/2016,7:00:00 PM,7:00:00 PM,MIN,CLE,FSNN-MIN,150,1.3,2,23,31,FSO,150,12.2,18,182,280,NBA TV,
1901,668,Mon,1/25/2016,7:00:00 PM,7:00:00 PM,BOS,WAS,CSN-NE,150,2.1,3,50,63,CSN-W,150,1.3,2,33,44,,
1902,669,Mon,1/25/2016,8:00:00 PM,7:00:00 PM,MIA,CHI,FS-SUN,150,4.5,7,74,110,CSN-C,150,4.1,6,142,192,,
1903,670,Mon,1/25/2016,8:00:00 PM,7:00:00 PM,ORL,MEM,FSFL,165,1.1,2,17,22,FSSE-MEM,165,2.636363636,3.727272727,16.81818182,,,
1904,671,Mon,1/25/2016,8:00:00 PM,7:00:00 PM,HOU,NOP,ROOT-SW,150,2.1,3,50,66,FSNO,150,2.5,3.5,15.9,,,
1905,672,Mon,1/25/2016,9:00:00 PM,7:00:00 PM,ATL,DEN,FSSE-ATL,150,0.9,1,22,24,ASE,150,0.9,1,14,17,,
1906,673,Mon,1/25/2016,9:00:00 PM,7:00:00 PM,DET,UTA,FSD+,165,0.9,2,17,20,ROOT-RM,165,3.790909091,6.818181818,33.63636364,,,
1907,674,Mon,1/25/2016,10:00:00 PM,7:00:00 PM,CHA,SAC,FSSE-CHA,150,0.49,1,5.6,6.6,CSN-S,195,3.4,6,47,67,,
1908,675,Mon,1/25/2016,10:30:00 PM,7:30:00 PM,SAS,GSW,FSSW-SA,150,14.3,26,130,NA,CSN-BA,150,16.1,27,400,618,NBA TV,
1909,676,Tue,1/26/2016,7:00:00 PM,7:00:00 PM,LAC,IND,FSNP,165,0.9,2,49,65,FSI,150,3.2,5,34,,,
1910,677,Tue,1/26/2016,7:00:00 PM,7:00:00 PM,PHX,PHI,FSA+,150,1.1,2,20,25,CSN-P,150,1.2,2,36,54,,
1911,678,Tue,1/26/2016,7:30:00 PM,7:30:00 PM,MIA,BRK,FS-SUN,150,4.3,7,71,93,YES,135,0.3,0,23,27,,
1912,679,Tue,1/26/2016,7:30:00 PM,7:30:00 PM,OKC,NYK,FSOK,180,9.091666667,12.91666667,63.66666667,NA,MSG,180,4.2,6,307,355,,
1913,680,Tue,1/26/2016,7:30:00 PM,7:30:00 PM,WAS,TOR,CSN-W,150,1,2,24,34,,NA,,,,,NBA TV,
1914,681,Tue,1/26/2016,8:00:00 PM,7:00:00 PM,ORL,MIL,FSFL,150,1.3,2,19,26,FSNWI,150,1.3,2,11,,,
1915,682,Tue,1/26/2016,10:00:00 PM,7:00:00 PM,SAC,POR,CSN-S,150,1.81,2.9,24.5,32.1,CSN-POR,150,4.4,7,50,70,,
1916,683,Tue,1/26/2016,10:30:00 PM,7:30:00 PM,DAL,LAL,FSSW-DAL,150,1.8,4,46,56,TWC SN/TWC D,150,1.7,3,95,134,NBA TV,
1917,684,Wed,1/27/2016,7:00:00 PM,7:00:00 PM,PHX,CLE,FSA,135,1.6,3,29,32,FSO,135,12.8,20,192,282,,
1918,685,Wed,1/27/2016,7:30:00 PM,7:30:00 PM,DEN,BOS,ASE,150,0.6,1,10,12,CSN-NE,150,2.2,4,54,66,,
1919,686,Wed,1/27/2016,7:30:00 PM,7:30:00 PM,PHI,DET,CSN-P,150,1.1,2,33,41,FSD,150,1.6,3,29,40,,
1920,687,Wed,1/27/2016,8:00:00 PM,8:00:00 PM,LAC,ATL,FSNP,135,0.9,2,51,61,FSSE-ATL,150,2,3,48,57,,
1921,688,Wed,1/27/2016,8:00:00 PM,7:00:00 PM,OKC,MIN,FSOK,150,7.69,11,53.8,NA,FSNN-MIN,150,1.8,3,31,43,,
1922,689,Wed,1/27/2016,8:00:00 PM,7:00:00 PM,HOU,SAS,ROOT-SW,165,1.6,3,38,45,KENS,150,12.3,19,112,,ESPN,
1923,690,Wed,1/27/2016,9:00:00 PM,7:00:00 PM,CHA,UTA,FSSE-CHA,135,0.833333333,1.333333333,9.777777778,9.666666667,ROOT-RM,150,4.28,8.4,38,,,
1924,691,Wed,1/27/2016,10:30:00 PM,7:30:00 PM,DAL,GSW,FSSW-DAL,150,1.2,3,31,41,CSN-BA,150,9.9,17,246,386,ESPN,
1925,692,Thu,1/28/2016,7:00:00 PM,7:00:00 PM,ATL,IND,FSSE-ATL,150,1,2,24,28,FSI,150,2.8,4,30,,,
1926,693,Thu,1/28/2016,7:00:00 PM,7:00:00 PM,DEN,WAS,ASE,165,1,2,15,18,CSN-W,165,0.7,1,16,29,,
1927,694,Thu,1/28/2016,8:00:00 PM,8:00:00 PM,NYK,TOR,,NA,,NA,NA,NA,,NA,,,,,TNT,
1928,695,Thu,1/28/2016,8:00:00 PM,7:00:00 PM,MIL,MEM,FSNWI,150,1.5,2,13,NA,FSSE-MEM,150,2.68,3.7,16.9,,,
1929,696,Thu,1/28/2016,8:00:00 PM,7:00:00 PM,SAC,NOP,CSN-S,135,1.3,2,17,22,FSNO,135,1.988888889,2.888888889,12.55555556,,,
1930,697,Thu,1/28/2016,10:30:00 PM,7:30:00 PM,CHI,LAL,,NA,,NA,NA,NA,,NA,,,,,TNT,
1931,698,Fri,1/29/2016,7:30:00 PM,7:30:00 PM,ORL,BOS,FSFL,135,1.1,2,16,25,CSN-NE,135,2.4,4,59,75,,
1932,699,Fri,1/29/2016,7:30:00 PM,7:30:00 PM,CLE,DET,FSO,150,12.1,20,181,281,FSD,150,2,3,36,43,,
1933,700,Fri,1/29/2016,7:30:00 PM,7:30:00 PM,PHX,NYK,FSA,135,1.1,2,20,23,MSG,150,2.2,4,160,177,,
1934,701,Fri,1/29/2016,8:00:00 PM,7:00:00 PM,HOU,OKC,ROOT-SW,165,1.6,3,37,49,FSOK,165,8.045454545,12.72727273,56.36363636,,NBA TV,
1936,702,Fri,1/29/2016,8:30:00 PM,7:30:00 PM,BRK,DAL,YES,135,0.4,1,29,37,FSSW-DAL,135,1.5,3,40,58,,
1935,703,Fri,1/29/2016,8:00:00 PM,7:00:00 PM,MIA,MIL,FS-SUN,165,4.9,9,82,107,FSNWI,165,1.8,3,16,,,
1937,704,Fri,1/29/2016,9:00:00 PM,7:00:00 PM,MIN,UTA,FSNN-MIN,150,1.2,2,20,28,ROOT-RM,150,4.7,9.5,41.6,,,
1938,705,Fri,1/29/2016,10:00:00 PM,7:00:00 PM,CHA,POR,FSSE-CHA,150,0.54,1,6.1,7.7,CSN-POR,150,4.3,8,49,76,,
1939,706,Fri,1/29/2016,10:30:00 PM,7:30:00 PM,LAL,LAC,TWC SN/TWC D,135,1.4,3,76,106,FSNP,135,1,2,57,81,NBA TV,
1940,707,Sat,1/30/2016,5:00:00 PM,5:00:00 PM,GSW,PHI,CSN-BA,135,6.8,19,168,234,CSN-P,150,1.6,3,47,62,,
1941,708,Sat,1/30/2016,6:30:00 PM,6:30:00 PM,DET,TOR,FSD,165,1.6,3,29,41,,NA,,,,,,
1942,709,Sat,1/30/2016,7:00:00 PM,7:00:00 PM,DEN,IND,ASE,165,0.6,1,9,15,FSI,165,2.6,5,28,,,
1943,710,Sat,1/30/2016,7:00:00 PM,6:00:00 PM,BRK,NOP,YES,135,0.5,1,35,48,FSNO,135,1.033333333,1.666666667,6.666666667,,,
1944,711,Sat,1/30/2016,8:00:00 PM,7:00:00 PM,WAS,HOU,CSN-W,165,1.1,2,27,32,ROOT-SW,165,1.2,2,29,41,,
1945,712,Sat,1/30/2016,8:00:00 PM,7:00:00 PM,SAC,MEM,CSN-S,150,1.21,3,16,24,FSSE-MEM,150,1.92,2.7,12.2,,,
1946,713,Sat,1/30/2016,8:30:00 PM,8:30:00 PM,SAS,CLE,,NA,,NA,NA,NA,,NA,,,,,ABC,
1947,714,Sun,1/31/2016,3:30:00 PM,12:30:00 PM,CHI,LAC,,NA,,NA,NA,NA,,NA,,,,,ABC,
1948,715,Sun,1/31/2016,6:00:00 PM,6:00:00 PM,ATL,MIA,FSSE-ATL,150,0.7,1,17,21,FS-SUN,165,4.9,8,81,114,,
1949,716,Sun,1/31/2016,6:00:00 PM,6:00:00 PM,BOS,ORL,CSN-NE,150,2.7,4,64,80,FSFL,165,2,3,29,40,NBA TV,
1950,717,Sun,1/31/2016,7:00:00 PM,6:00:00 PM,PHX,DAL,FSA,150,1.1,2,20,26,FSSW-DAL,150,1.4,2,37,61,,
1951,718,Sun,1/31/2016,7:30:00 PM,7:30:00 PM,GSW,NYK,CSN-BA,150,9.5,19,236,350,MSG,150,4.3,6,314,446,,
1952,719,Sun,1/31/2016,9:00:00 PM,6:00:00 PM,MIN,POR,FSNN-MIN,150,1,2,17,19,CSN-POR,150,3.4,6,39,54,NBA TV,
1953,720,Sun,1/31/2016,9:30:00 PM,6:30:00 PM,CHA,LAL,FSSE-CHA,150,0.41,1,4.9,6.3,TWC SN/TWC D,135,1.3,2,74,104,,
1954,721,Mon,2/1/2016,7:00:00 PM,7:00:00 PM,CLE,IND,FSO,165,13.2,19,197,270,FSI,165,4.4,7,47,,,
1955,722,Mon,2/1/2016,7:30:00 PM,7:30:00 PM,DET,BRK,FSD,135,1.8,3,33,44,YES,135,0.7,1,55,61,NBA TV,
1956,723,Mon,2/1/2016,8:00:00 PM,8:00:00 PM,DAL,ATL,FSSW-DAL,150,1,2,26,35,FSSE-ATL,150,1.3,2,32,42,,
1957,724,Mon,2/1/2016,8:00:00 PM,7:00:00 PM,MEM,NOP,FSSE-MEM,135,3.033333333,4,19.33333333,NA,FSNO,135,1.9,2.777777778,12,,,
1958,725,Mon,2/1/2016,8:00:00 PM,7:00:00 PM,WAS,OKC,CSN-W,135,0.5,1,13,15,FSOK,135,8.2,11.44444444,57.44444444,,,
1959,726,Mon,2/1/2016,8:30:00 PM,7:30:00 PM,ORL,SAS,FSFL,135,1.1,2,17,21,FSSW-SA,135,8.2,12,74,,,
1960,727,Mon,2/1/2016,9:00:00 PM,7:00:00 PM,TOR,DEN,,NA,,NA,NA,NA,ASE,135,1.4,2,22,25,,
1961,728,Mon,2/1/2016,9:00:00 PM,7:00:00 PM,CHI,UTA,CSN-C,180,3.1,5,109,147,ROOT-RM,165,5.663636364,9.545454545,50.09090909,,,
1962,729,Mon,2/1/2016,10:00:00 PM,7:00:00 PM,MIL,SAC,FSNWI,150,1.6,3,14,NA,CSN-S,150,1.8,3,24,29,NBA TV,
1963,730,Tue,2/2/2016,7:30:00 PM,7:30:00 PM,BOS,NYK,CSN-NE,150,1.8,3,44,57,MSG,150,3.1,5,226,286,,
1964,731,Tue,2/2/2016,8:00:00 PM,7:00:00 PM,MIA,HOU,FS-SUN,150,5.2,8,86,113,ROOT-SW,150,2,3,47,68,NBA TV,
1965,732,Tue,2/2/2016,9:00:00 PM,7:00:00 PM,TOR,PHX,,NA,,NA,NA,NA,FSA+,150,1.3,2,24,34,,
1966,733,Tue,2/2/2016,10:00:00 PM,7:00:00 PM,MIL,POR,FSNWI,150,0.9,2,8,NA,CSN-POR,150,4.5,7,51,69,,
1967,734,Tue,2/2/2016,10:30:00 PM,7:30:00 PM,MIN,LAL,FSNN-MIN,165,0.8,2,14,17,TWC SN/TWC D,150,1.9,3,107,142,NBA TV,
1968,735,Wed,2/3/2016,7:00:00 PM,7:00:00 PM,CLE,CHA,FSO,150,12.1,19,181,255,FSSE-CHA,150,1.42,2.1,16.5,16.5,,
1969,736,Wed,2/3/2016,7:00:00 PM,7:00:00 PM,ATL,PHI,FSSE-ATL,135,0.8,1,19,23,CSN-P,135,0.7,1,21,33,,
1970,737,Wed,2/3/2016,7:30:00 PM,7:30:00 PM,DET,BOS,FSD,150,1.4,2,26,30,CSN-NE,150,2.3,4,56,72,,
1971,738,Wed,2/3/2016,7:30:00 PM,7:30:00 PM,IND,BRK,FSI,150,2.7,4,29,NA,YES,135,0.4,1,28,31,,
1972,739,Wed,2/3/2016,8:00:00 PM,8:00:00 PM,GSW,WAS,CSN-BA,150,8.4,19,210,302,CSN-W,150,1.1,2,26,35,ESPN,
1973,740,Wed,2/3/2016,8:00:00 PM,7:00:00 PM,ORL,OKC,FSFL,150,1.6,2,23,34,FSOK,150,8.17,11.8,57.3,,,
1974,741,Wed,2/3/2016,8:30:00 PM,7:30:00 PM,MIA,DAL,FS-SUN,150,3.6,6,61,79,FSSW-DAL,150,1.4,2,38,50,,
1975,742,Wed,2/3/2016,8:30:00 PM,7:30:00 PM,NOP,SAS,FSNO,150,2.255555556,3.333333333,14.22222222,NA,FSSW-SA,135,9.7,15,88,,,
1976,743,Wed,2/3/2016,9:00:00 PM,7:00:00 PM,DEN,UTA,ASE,165,0.8,1,13,17,ROOT-RM,165,4.445454545,8,39.45454545,,,
1977,744,Wed,2/3/2016,10:00:00 PM,7:00:00 PM,CHI,SAC,WGN,150,4.2,8,147,185,CSN-S,150,1.9,3,26,38,,
1978,745,Wed,2/3/2016,10:30:00 PM,7:30:00 PM,MIN,LAC,,NA,,NA,NA,NA,FSNP,165,0.8,1,44,69,ESPN,
1979,746,Thu,2/4/2016,7:30:00 PM,7:30:00 PM,NYK,DET,MSG,NA,,NA,NA,NA,FSD,NA,,,,,,
1980,747,Thu,2/4/2016,8:00:00 PM,7:00:00 PM,LAL,NOP,TWC SN/TWC D,165,1,2,56,76,,NA,,,,,TNT,
1981,748,Thu,2/4/2016,10:00:00 PM,7:00:00 PM,TOR,POR,,NA,,NA,NA,NA,KGW,150,7,11,80,114,,
1982,749,Thu,2/4/2016,10:30:00 PM,8:30:00 PM,HOU,PHX,ROOT-SW,150,2,3,46,70,FSAP,150,0.6,1,12,14,TNT,
1983,750,Fri,2/5/2016,7:00:00 PM,7:00:00 PM,IND,ATL,FSI,150,1.8,3,20,NA,FSSE-ATL,150,1.3,2,31,41,ESPN,
1984,751,Fri,2/5/2016,7:00:00 PM,7:00:00 PM,MIA,CHA,FS-SUN,165,4,7,67,97,FSSE-CHA,150,0.79,1.5,9.2,9,,
1985,752,Fri,2/5/2016,7:00:00 PM,7:00:00 PM,LAC,ORL,FSNP,150,0.5,1,30,31,FSFL,150,1.4,4,21,27,,
1986,753,Fri,2/5/2016,7:00:00 PM,7:00:00 PM,PHI,WAS,CSN-P,150,0.7,1,21,22,CSN-W,150,0.6,1,16,21,,
