GM,DAY,DATE,ET,LOCAL,AWAY,HOME,AWAY TV,DUR,HH RTG,HH SHR,HH IMP,P2+ IMP,HOME TV,DUR,HH RTG,HH SHR,HH IMP,P2+ IMP,NAT TV,CN TV
425,Tue,12/23/2014,9:00:00 PM,7:00:00 PM,DAL,PHX,FSSW-DAL,165,3.2,6,84,113,FSA,150,1.6,3,30,39,,
426,Tue,12/23/2014,10:30:00 PM,7:30:00 PM,GSW,LAL,CSN-BA,150,4.2,8,104,170,TWC SN/TWC D,150,2.5,4,138,183,,
428,Thu,12/25/2014,2:30:00 PM,1:30:00 PM,OKC,SAS,,,,,,,,,,,,,ABC,
429,Thu,12/25/2014,5:00:00 PM,5:00:00 PM,CLE,MIA,,,,,,,,,,,,,ABC,
430,Thu,12/25/2014,8:00:00 PM,7:00:00 PM,LAL,CHI,,,,,,,,,,,,,TNT,
431,Thu,12/25/2014,10:30:00 PM,7:30:00 PM,GSW,LAC,,,,,,,,,,,,,TNT,
427,Thu,12/25/2014,12:00:00 PM,12:00:00 PM,WAS,NYK,CSN-W,150,0.6,2,14,19,MSG,150,1.8,4,132,157,ESPN,
432,Fri,12/26/2014,1:00:00 PM,1:00:00 PM,BRK,BOS,YES,135,0.2,1,17,21,CSN-NE,135,2,6,47,51,,
433,Fri,12/26/2014,7:00:00 PM,7:00:00 PM,CLE,ORL,FSO,150,7.2,12,106,167,FSFL,150,1.3,2,19,26,,
434,Fri,12/26/2014,7:30:00 PM,7:30:00 PM,MIL,ATL,FSNWI,135,2.2,4,20,,SSO-ATL,135,1.6,3,37,50,,
435,Fri,12/26/2014,7:30:00 PM,7:30:00 PM,IND,DET,FSI,135,3,6,32,,FSD,150,2,3,36,41,,
436,Fri,12/26/2014,8:00:00 PM,7:00:00 PM,HOU,MEM,CSN-H,180,2.4,4,56,86,SSO-MEM,180,4.53,7.16,29.41,,,
437,Fri,12/26/2014,8:00:00 PM,7:00:00 PM,SAS,NOP,FSSW-SA,135,7.6,13,70,,FSNO,150,2.38,3.7,15.3,,,
438,Fri,12/26/2014,8:00:00 PM,7:00:00 PM,CHA,OKC,SSO-CHA,150,1.09,1.9,12.6,19,FSOK,150,6.5,11.1,45.6,,NBA TV,
439,Fri,12/26/2014,8:30:00 PM,7:30:00 PM,LAL,DAL,TWC SN/TWC D,150,2.2,4,123,245,FSSW-DAL,150,2.7,5,71,97,,
440,Fri,12/26/2014,9:00:00 PM,7:00:00 PM,MIN,DEN,FSNN-MIN,150,1.6,3,28,38,ASE,150,1.5,3,23,32,,
441,Fri,12/26/2014,10:00:00 PM,7:00:00 PM,PHI,POR,CSN-P,150,0.8,2,25,26,KGW,150,10,19,115,176,,
442,Fri,12/26/2014,10:00:00 PM,7:00:00 PM,PHX,SAC,FSA,135,2.3,4,43,56,CSN-S,135,1.8,3,24,35,,
443,Sat,12/27/2014,3:30:00 PM,12:30:00 PM,TOR,LAC,,,,,,,FSNP,150,0.5,1,30,59,,
444,Sat,12/27/2014,7:00:00 PM,7:00:00 PM,ORL,CHA,FSFL,150,0.3,1,5,8,SSO-CHA,150,0.36,0.7,4.5,5.4,,
445,Sat,12/27/2014,7:00:00 PM,7:00:00 PM,BOS,WAS,CSN-NE,135,1.2,2,28,31,CSN-W,135,1.5,3,37,69,,
446,Sat,12/27/2014,7:30:00 PM,7:30:00 PM,MEM,MIA,SSO-MEM,180,4.175,6.25,27.41,,SunSpM,180,4.6,9,75,117,NBA TV,
447,Sat,12/27/2014,8:00:00 PM,7:00:00 PM,NOP,CHI,FSNO,150,1.69,2.5,10.9,,WGN,150,7,13,244,384,,
448,Sat,12/27/2014,8:00:00 PM,8:00:00 PM,IND,BRK,FSI,150,3.9,7,43,,YES,150,0.6,1,48,59,,
449,Sat,12/27/2014,8:30:00 PM,7:30:00 PM,ATL,MIL,SSO-ATL,150,1.4,2,33,52,FSNWI,135,2.2,4,19,,,
450,Sat,12/27/2014,9:00:00 PM,7:00:00 PM,PHI,UTA,TCN-P,150,0.6,1,17,17,ROOT,150,3.76,7.9,33.9,,,
451,Sat,12/27/2014,10:00:00 PM,7:00:00 PM,NYK,SAC,MSG,180,1.5,3,115,149,CSN-S,165,1.9,3,26,42,NBA TV,
452,Sat,12/27/2014,10:30:00 PM,7:30:00 PM,MIN,GSW,FSNN-MIN,150,0.9,2,15,17,CSN-BA,150,3.4,7,83,121,,
453,Sun,12/28/2014,4:30:00 PM,4:30:00 PM,DET,CLE,FSD,135,0.5,1,9,12,FSO,135,6.4,10,94,139,,
454,Sun,12/28/2014,7:00:00 PM,6:00:00 PM,HOU,SAS,CSN-H,150,1.9,3,43,63,FSSW-SA,150,8.5,14,77,,,
455,Sun,12/28/2014,7:30:00 PM,6:30:00 PM,OKC,DAL,FSOK,165,7.25,10.75,51,,FSSW-DAL,150,2.4,4,63,91,,
456,Sun,12/28/2014,9:00:00 PM,6:00:00 PM,NYK,POR,MSG,135,1.1,2,85,102,CSN-POR,150,4.6,8,53,78,,
457,Sun,12/28/2014,9:00:00 PM,7:00:00 PM,TOR,DEN,,,,,,,ASE,150,0.6,1,9,11,,
458,Sun,12/28/2014,9:30:00 PM,6:30:00 PM,PHX,LAL,FSA,135,1.8,3,33,44,TWC SN/TWC D,135,1.3,2,70,84,,
459,Mon,12/29/2014,7:00:00 PM,7:00:00 PM,MIL,CHA,,,,,,,SSO-CHA,150,1.16,1.9,13.4,18.9,NBA TV,
460,Mon,12/29/2014,7:00:00 PM,7:00:00 PM,CHI,IND,WGN,150,8.9,15,311,468,FSI,150,3.8,6,41,,,
461,Mon,12/29/2014,7:30:00 PM,7:30:00 PM,SAC,BRK,CSN-S,150,1.8,3,24,37,YES,150,0.5,1,34,35,,
462,Mon,12/29/2014,7:30:00 PM,7:30:00 PM,ORL,MIA,FSFL,150,1.2,2,18,28,SunSpM,165,4.2,7,68,91,,
463,Mon,12/29/2014,8:00:00 PM,7:00:00 PM,WAS,HOU,CSN-W+,195,0.5,1,11,13,CSN-H,150,1.9,3,43,53,,
464,Mon,12/29/2014,10:30:00 PM,7:30:00 PM,UTA,LAC,ROOT,150,3.89,8.3,34.9,,FSNP,150,1.2,2,68,96,,
465,Tue,12/30/2014,7:00:00 PM,7:00:00 PM,DET,ORL,FSD,150,1.6,3,30,39,FSFL,150,0.6,1,9,12,,
466,Tue,12/30/2014,7:30:00 PM,7:30:00 PM,CLE,ATL,FSO,150,7,10,103,161,SSO-ATL,150,1.4,2,34,34,,
467,Tue,12/30/2014,8:00:00 PM,7:00:00 PM,BRK,CHI,YES,150,1.2,2,92,123,CSN-C,150,6.2,10,216,366,,
468,Tue,12/30/2014,8:00:00 PM,7:00:00 PM,SAS,MEM,FSSW-SA,150,10.3,16,94,,SSO-MEM,150,5.97,8.2,39,,,
469,Tue,12/30/2014,8:00:00 PM,7:00:00 PM,PHX,NOP,FSA,150,2,3,36,44,FSNO,150,1.7,2.6,10.8,,,
470,Tue,12/30/2014,8:30:00 PM,7:30:00 PM,WAS,DAL,CSN-W,150,1.7,3,42,42,FSSW-DAL,150,3.5,6,91,140,,
471,Tue,12/30/2014,9:00:00 PM,7:00:00 PM,LAL,DEN,TWC SN/TWC D,150,2.4,4,130,196,ASE,150,1.1,2,18,21,,
472,Tue,12/30/2014,9:00:00 PM,7:00:00 PM,MIN,UTA,FSNN-MIN,150,1.7,3,30,31,ROOT,150,4.55,8.4,40.6,,,
473,Tue,12/30/2014,10:00:00 PM,7:00:00 PM,TOR,POR,,,,,,,CSN-POR,150,5.1,9,59,84,,
474,Tue,12/30/2014,10:30:00 PM,7:30:00 PM,PHI,GSW,CSN-P,135,0.3,1,7,12,CSN-BA,135,3.1,6,77,119,,
475,Wed,12/31/2014,1:00:00 PM,1:00:00 PM,SAC,BOS,CSN-S,150,0.6,2,8,17,CSN-NE,150,1.7,5,42,70,,
476,Wed,12/31/2014,3:00:00 PM,3:00:00 PM,MIA,IND,SunSpM,150,2.9,7,47,72,FSI,150,1.9,4,20,,,
477,Wed,12/31/2014,6:00:00 PM,3:00:00 PM,NYK,LAC,MSG,150,0.9,2,69,91,FSNP,135,0.6,2,36,42,,
478,Wed,12/31/2014,7:00:00 PM,6:00:00 PM,CHA,HOU,SSO-CHA,150,0.67,1.5,7.5,12.2,CSN-H,150,1.2,2,28,48,,
479,Wed,12/31/2014,7:00:00 PM,7:00:00 PM,MIL,CLE,FSNWI,135,0.9,2,8,,FSO,135,4.2,8,62,101,,
481,Wed,12/31/2014,7:00:00 PM,6:00:00 PM,NOP,SAS,FSNO,150,1.38,2.4,8.9,,FSSW-SA,165,6.7,11,61,,,
480,Wed,12/31/2014,8:00:00 PM,7:00:00 PM,PHX,OKC,FSA,195,2.4,4,44,75,FSOK,195,10.45,16.69,73.61,,,
482,Thu,1/1/2015,8:00:00 PM,7:00:00 PM,DEN,CHI,ASE,150,0.8,1,12,18,CSN-C,150,5.3,8,184,264,,
483,Thu,1/1/2015,8:00:00 PM,7:00:00 PM,SAC,MIN,CSN-S,150,1.9,3,26,44,FSNN-MIN,165,1.1,2,20,28,,
484,Fri,1/2/2015,7:00:00 PM,7:00:00 PM,CLE,CHA,FSO,165,5,8,74,106,SSO-CHA,165,1.709090909,2.818181818,19.72727273,22.09090909,,
485,Fri,1/2/2015,7:00:00 PM,7:00:00 PM,BRK,ORL,YES,150,0.4,1,32,25,FSFL,150,0.8,1,12,13,NBA TV,
486,Fri,1/2/2015,7:30:00 PM,7:30:00 PM,DAL,BOS,FSSW-DAL,135,3.2,5,83,133,CSN-NE,135,2.8,5,67,110,,
487,Fri,1/2/2015,7:30:00 PM,7:30:00 PM,DET,NYK,FSD,150,2.3,4,43,55,MSG,135,0.9,2,64,72,,
488,Fri,1/2/2015,8:00:00 PM,7:00:00 PM,HOU,NOP,CSN-H,135,1.3,2,30,47,FSNO,150,1.72,2.6,11.3,,,
489,Fri,1/2/2015,8:00:00 PM,7:00:00 PM,WAS,OKC,CSN-W,150,2.1,4,52,69,FSOK,150,9.86,14.9,69.5,,,
490,Fri,1/2/2015,8:30:00 PM,7:30:00 PM,IND,MIL,FSI,150,3.4,6,37,,FSNWI,150,2,4,18,,,
491,Fri,1/2/2015,9:00:00 PM,7:00:00 PM,PHI,PHX,TCN-P,150,0.3,1,10,13,FSA,150,1.6,3,30,44,,
492,Fri,1/2/2015,9:00:00 PM,7:00:00 PM,ATL,UTA,,,,,,,ROOT,150,3.51,7.1,31.5,,,
493,Fri,1/2/2015,10:30:00 PM,7:30:00 PM,TOR,GSW,,,,,,,CSN-BA,135,4.3,8,106,179,,
494,Fri,1/2/2015,10:30:00 PM,7:30:00 PM,MEM,LAL,SSO-MEM,150,4.17,6.7,27,,TWC SN/TWC D,150,2.1,4,116,178,,
495,Sat,1/3/2015,7:00:00 PM,7:00:00 PM,CHA,ORL,SSO-CHA,150,0.33,0.625,3.9,6,FSFL,150,0.3,1,5,7,,
496,Sat,1/3/2015,8:00:00 PM,7:00:00 PM,BOS,CHI,CSN-NE,165,1.1,2,26,37,WGN,165,7.7,13,267,423,,
497,Sat,1/3/2015,8:00:00 PM,7:00:00 PM,MIA,HOU,SunSpM,150,4,7,66,92,CSN-H,150,1.1,2,25,55,,
498,Sat,1/3/2015,8:00:00 PM,7:00:00 PM,UTA,MIN,ROOT,150,3.59,7.4,32.2,,FSNN-MIN+,,,,,,,
499,Sat,1/3/2015,8:30:00 PM,7:30:00 PM,WAS,SAS,CSN-W,135,1.2,2,30,53,FSSW-SA,135,3.7,12,61,,,
500,Sat,1/3/2015,9:00:00 PM,7:00:00 PM,MEM,DEN,SSO-MEM,150,1.44,2.1,9.7,,ASE,150,0.6,1,9,11,,
501,Sat,1/3/2015,10:00:00 PM,7:00:00 PM,ATL,POR,SSO-ATL,150,1.4,3,32,39,CSN-POR,150,4,7,46,73,,
502,Sat,1/3/2015,10:30:00 PM,7:30:00 PM,PHI,LAC,TCN-P,135,0.4,1,11,20,FSNP,150,0.7,1,39,48,,
503,Sun,1/4/2015,1:00:00 PM,1:00:00 PM,DAL,CLE,FSSW-DAL,135,1.5,3,39,45,FSO,135,4,7,58,91,,
504,Sun,1/4/2015,6:00:00 PM,6:00:00 PM,SAC,DET,CSN-S,135,2,4,26,37,FSD,150,1,1,19,35,,
505,Sun,1/4/2015,6:00:00 PM,6:00:00 PM,BRK,MIA,YES,150,0.4,1,28,23,SunSpM,150,3.9,6,63,97,,
506,Sun,1/4/2015,7:30:00 PM,7:30:00 PM,MIL,NYK,FSNWI,150,2.1,3,19,,MSG,150,1.4,2,102,122,,
507,Sun,1/4/2015,8:00:00 PM,6:00:00 PM,TOR,PHX,,,,,,,FSA,150,1.9,3,34,58,,
508,Sun,1/4/2015,9:30:00 PM,6:30:00 PM,IND,LAL,FSI,150,1.7,3,19,,TWC SN/TWC D,150,2,3,111,130,NBA TV,
509,Mon,1/5/2015,7:00:00 PM,7:00:00 PM,CLE,PHI,FSO,150,5.4,8,79,116,CSN-P,150,0.5,1,15,16,,
510,Mon,1/5/2015,7:30:00 PM,7:30:00 PM,CHA,BOS,SSO-CHA,150,1.19,1.8,13.7,19.6,CSN-NE,150,1.5,2,37,42,,
511,Mon,1/5/2015,7:30:00 PM,7:30:00 PM,DAL,BRK,FSSW-DAL,165,3,4,77,99,YES,165,0.5,1,40,56,,
512,Mon,1/5/2015,8:00:00 PM,7:00:00 PM,HOU,CHI,CSN-H,150,2.2,3,51,78,CSN-C,150,7.6,11,264,393,,
513,Mon,1/5/2015,8:00:00 PM,7:00:00 PM,NYK,MEM,MSG,135,1.6,2,116,132,SSO-MEM,150,4.12,5.8,27.1,,,
514,Mon,1/5/2015,8:00:00 PM,7:00:00 PM,DEN,MIN,ASE,135,1.3,2,21,27,FSNN-MIN,135,1.1,2,20,24,,
515,Mon,1/5/2015,8:00:00 PM,7:00:00 PM,WAS,NOP,CSN-W,135,2.5,4,61,74,,,,,,,NBA TV,
516,Mon,1/5/2015,9:00:00 PM,7:00:00 PM,IND,UTA,FSI,165,3.6,6,39,,ROOT,165,4.254545455,8,38,,,
517,Mon,1/5/2015,10:00:00 PM,7:00:00 PM,LAL,POR,TWC SN/TWC D,135,2,3,112,137,KGW,150,11.7,19,135,217,,
518,Mon,1/5/2015,10:30:00 PM,7:30:00 PM,OKC,GSW,FSOK,150,5.86,11.8,41.3,,CSN-BA,150,5.8,10,144,243,NBA TV,
519,Mon,1/5/2015,10:30:00 PM,7:30:00 PM,ATL,LAC,SSO-ATL,165,2.2,5,51,59,FSNP,165,0.9,1,48,61,,
520,Tue,1/6/2015,8:00:00 PM,7:00:00 PM,PHX,MIL,FSA,150,2.1,3,39,43,FSNWI,150,2.3,4,21,,,
521,Tue,1/6/2015,8:30:00 PM,7:30:00 PM,DET,SAS,FSD,165,2.4,3,43,50,FSSW-SA,165,9.1,14,83,,,
522,Wed,1/7/2015,7:00:00 PM,7:00:00 PM,NOP,CHA,FSNO,150,2.15,3.2,13.8,,SSO-CHA,150,1.09,1.4,12.5,15.8,,
523,Wed,1/7/2015,7:00:00 PM,7:00:00 PM,HOU,CLE,CSN-H,150,0.9,1,21,40,FSO,150,6,9,88,137,ESPN,
524,Wed,1/7/2015,7:00:00 PM,7:00:00 PM,MIL,PHI,FSNWI,150,1.8,3,16,,CSN-P,150,0.6,1,18,27,,
525,Wed,1/7/2015,7:00:00 PM,7:00:00 PM,NYK,WAS,MSG,150,1.2,2,86,94,CSN-W+,150,1.1,2,28,40,,
526,Wed,1/7/2015,7:30:00 PM,7:30:00 PM,MEM,ATL,SSO-MEM,150,3.65,5.1,23.7,,SSO-ATL,150,2.7,4,62,83,,
527,Wed,1/7/2015,7:30:00 PM,7:30:00 PM,BOS,BRK,CSN-NE,135,1.3,2,32,54,YES,150,0.5,1,35,43,,
528,Wed,1/7/2015,8:00:00 PM,7:00:00 PM,UTA,CHI,ROOT,150,3.35,6.4,30,,CSN-C,150,5.6,8,195,302,,
529,Wed,1/7/2015,8:30:00 PM,7:30:00 PM,DET,DAL,FSD,150,2.9,4,53,66,FSSW-DAL,135,2.7,4,70,85,,
530,Wed,1/7/2015,9:00:00 PM,7:00:00 PM,ORL,DEN,FSFL,150,0.7,1,10,13,ASE,150,1.1,2,17,20,,
531,Wed,1/7/2015,9:30:00 PM,8:30:00 PM,PHX,MIN,FSA,150,1.7,3,31,49,,,,,,,ESPN,
532,Wed,1/7/2015,10:00:00 PM,7:00:00 PM,OKC,SAC,FSOK,150,6.07,10.5,42.7,,CSN-S,150,2.7,4,36,54,,
533,Wed,1/7/2015,10:30:00 PM,7:30:00 PM,IND,GSW,FSI,135,2.4,6,26,,CSN-BA,150,5.9,11,147,202,,
534,Wed,1/7/2015,10:30:00 PM,7:30:00 PM,LAL,LAC,TWC SN/TWC D,135,2.5,4,137,183,FSNP,135,1.5,2,82,108,,
535,Thu,1/8/2015,7:30:00 PM,7:30:00 PM,CHA,TOR,SSO-CHA,150,1.46,2.2,17,22,,,,,,,,
536,Thu,1/8/2015,8:00:00 PM,8:00:00 PM,HOU,NYK,,,,,,,,,,,,,TNT,
537,Thu,1/8/2015,10:30:00 PM,7:30:00 PM,MIA,POR,,,,,,,,,,,,,TNT,
538,Fri,1/9/2015,7:00:00 PM,7:00:00 PM,BOS,IND,CSN-NE,165,2.1,4,50,70,FSI,180,3.9,6,42,,,
539,Fri,1/9/2015,7:30:00 PM,7:30:00 PM,PHI,BRK,CSN-P,150,0.9,1,27,32,YES,150,0.4,1,30,42,,
540,Fri,1/9/2015,7:30:00 PM,7:30:00 PM,ATL,DET,SSO-ATL,150,2.6,4,60,83,FSD,150,3.8,6,69,87,,
541,Fri,1/9/2015,8:00:00 PM,7:00:00 PM,MEM,NOP,SSO-MEM,150,3.16,4.7,20.8,,FSNO,150,1.52,2.3,9.9,,,
542,Fri,1/9/2015,8:00:00 PM,7:00:00 PM,UTA,OKC,ROOT,150,3.58,7.1,32,,FSOK,150,8.7,14,61.5,,,
543,Fri,1/9/2015,8:00:00 PM,8:00:00 PM,CHI,WAS,WPWR,150,4.2,7,147,246,CSN-W,150,1.6,3,39,45,ESPN,
544,Fri,1/9/2015,8:30:00 PM,7:30:00 PM,MIN,MIL,FSNN-MIN,135,0.7,1,11,16,FSNWI,135,3.1,5,28,,,
545,Fri,1/9/2015,8:30:00 PM,7:30:00 PM,PHX,SAS,FSA,150,2.8,5,52,68,FSSW-SA,150,8,13,73,,,
546,Fri,1/9/2015,10:00:00 PM,7:00:00 PM,DEN,SAC,ASE,150,0.9,2,15,19,CSN-S,135,1.7,3,23,30,,
547,Fri,1/9/2015,10:30:00 PM,7:30:00 PM,CLE,GSW,FSO,150,4,8,59,87,CSN-BA,150,4.6,8,114,199,ESPN,
548,Fri,1/9/2015,10:30:00 PM,7:30:00 PM,ORL,LAL,FSFL,150,0.4,1,6,7,TWC SN/TWC D,150,1.3,2,70,105,,
549,Sat,1/10/2015,1:00:00 PM,1:00:00 PM,CHA,NYK,SSO-CHA,150,0.87,1.9,10,11.9,MSG,150,0.8,2,56,66,,
550,Sat,1/10/2015,3:30:00 PM,12:30:00 PM,DAL,LAC,FSSW-DAL,135,1.6,3,42,57,FSNP,135,0.7,2,41,61,,
551,Sat,1/10/2015,7:30:00 PM,7:30:00 PM,BRK,DET,YES,135,0.2,,15,22,FSD+,135,1.4,2,25,35,,
552,Sat,1/10/2015,7:30:00 PM,7:30:00 PM,IND,PHI,FSI,165,2.9,5,31,,CSN-P,165,0.4,1,13,24,,
553,Sat,1/10/2015,7:30:00 PM,7:30:00 PM,BOS,TOR,CSN-NE,135,0.8,1,19,16,,,,,,,,
554,Sat,1/10/2015,8:00:00 PM,7:00:00 PM,MIL,CHI,FSNWI,150,0.9,1,8,,WGN,150,6.6,11,228,400,,
555,Sat,1/10/2015,8:00:00 PM,7:00:00 PM,UTA,HOU,ROOT,150,2.42,4.7,21.7,,CSN-H,150,1.6,3,37,64,,
556,Sat,1/10/2015,8:00:00 PM,7:00:00 PM,SAS,MIN,FSSW-SA,150,5.2,8,48,,FSNN-MIN,150,0.5,1,9,11,,
557,Sat,1/10/2015,10:00:00 PM,7:00:00 PM,ORL,POR,FSFL,150,0.3,1,4,6,CSN-POR,150,4.1,7,47,66,,
558,Sun,1/11/2015,3:00:00 PM,3:00:00 PM,WAS,ATL,CSN-W,135,0.6,1,14,13,,,,,,,,
559,Sun,1/11/2015,3:30:00 PM,12:30:00 PM,MIA,LAC,SunSpM,165,3.1,6,50,68,FSNP,150,0.5,1,29,43,,
560,Sun,1/11/2015,6:00:00 PM,5:00:00 PM,PHX,MEM,FSA,180,1.6,3,30,41,SSO-MEM,195,2.123076923,2.846153846,13.92307692,,,
561,Sun,1/11/2015,9:00:00 PM,6:00:00 PM,CLE,SAC,FSO,135,3.6,5,53,68,CSN-S,135,2.5,4,33,42,,
562,Sun,1/11/2015,9:30:00 PM,6:30:00 PM,POR,LAL,CSN-POR,150,4.6,7,53,82,TWC SN/TWC D,135,1.7,3,94,135,,
563,Mon,1/12/2015,7:30:00 PM,7:30:00 PM,NOP,BOS,,,,,,,CSN-NE,150,1.7,3,41,55,NBA TV,
564,Mon,1/12/2015,7:30:00 PM,7:30:00 PM,HOU,BRK,CSN-H,150,1.5,2,35,46,YES,135,0.4,1,31,35,,
565,Mon,1/12/2015,7:30:00 PM,7:30:00 PM,DET,TOR,FSD,150,2.2,3,40,55,,,,,,,,
566,Mon,1/12/2015,8:00:00 PM,7:00:00 PM,ORL,CHI,FSFL,150,0.7,1,10,13,CSN-C,150,5,7,173,237,,
567,Tue,1/13/2015,7:00:00 PM,7:00:00 PM,MIN,IND,FSNN-MIN,165,1.2,2,21,29,FSI,150,2.8,4,30,,,
568,Tue,1/13/2015,7:00:00 PM,7:00:00 PM,ATL,PHI,SSO-ATL,135,1.9,3,45,65,CSN-P,135,0.7,1,19,21,,
569,Tue,1/13/2015,7:00:00 PM,7:00:00 PM,SAS,WAS,FSSW-SA,150,7.9,12,72,,CSN-W,135,2.3,4,56,59,,
570,Tue,1/13/2015,9:00:00 PM,7:00:00 PM,CLE,PHX,FSO,150,6.6,10,98,127,FSA,150,3.9,6,71,106,,
571,Tue,1/13/2015,9:00:00 PM,7:00:00 PM,GSW,UTA,CSN-BA,135,4.1,8,101,147,ROOT,150,3.5,6.2,31.3,,,
572,Tue,1/13/2015,10:00:00 PM,7:00:00 PM,DAL,SAC,FSSW-DAL,165,2.3,4,59,78,CSN-S,165,3.1,5,42,57,,
573,Tue,1/13/2015,10:30:00 PM,7:30:00 PM,MIA,LAL,SunSpM,150,5,12,81,111,TWC SN/TWC D,135,2.3,4,126,184,,
574,Wed,1/14/2015,7:00:00 PM,7:00:00 PM,SAS,CHA,FSSW-SA,150,8.1,12,74,,SSO-CHA,150,0.81,1.1,9.6,10.5,,
575,Wed,1/14/2015,7:00:00 PM,7:00:00 PM,HOU,ORL,CSN-H,150,1.7,3,40,58,FSFL,150,1.3,2,20,26,,
576,Wed,1/14/2015,7:30:00 PM,7:30:00 PM,MEM,BRK,SSO-MEM,150,3.38,4.7,22.1,,YES,135,0.6,1,45,44,,
577,Wed,1/14/2015,7:30:00 PM,7:30:00 PM,NOP,DET,FSNO,150,2.18,3.2,13.9,,FSD,135,2.5,4,46,51,,
578,Wed,1/14/2015,7:30:00 PM,7:30:00 PM,PHI,TOR,CSN-P,150,0.6,1,17,21,,,,,,,,
579,Wed,1/14/2015,8:00:00 PM,7:00:00 PM,WAS,CHI,CSN-W,150,1.1,2,27,38,CSN-C,165,4.6,7,158,218,,
580,Wed,1/14/2015,8:00:00 PM,8:00:00 PM,ATL,BOS,,,,,,,CSN-NE,135,1.9,3,46,64,ESPN,
581,Wed,1/14/2015,9:00:00 PM,7:00:00 PM,DAL,DEN,FSSW-DAL,150,2.5,4,65,83,ASE,150,1.4,2,22,27,,
582,Wed,1/14/2015,10:30:00 PM,7:30:00 PM,MIA,GSW,SunSpM,150,4.1,10,68,102,CSN-BA,150,4.8,8,119,171,,
583,Wed,1/14/2015,10:30:00 PM,7:30:00 PM,LAC,POR,FSNP,165,1.2,2,69,98,KGW,165,8.4,15,97,146,ESPN,
585,Thu,1/15/2015,3:00:00 PM,8:00:00 PM,NYK,MIL,MSG,150,0.9,2,65,74,,,,,,,NBA TV,
584,Thu,1/15/2015,8:00:00 PM,7:00:00 PM,OKC,HOU,,,,,,,,,,,,,TNT,
586,Thu,1/15/2015,10:30:00 PM,7:30:00 PM,CLE,LAL,FSO,165,4.2,9,62,81,,,,,,,TNT,
587,Fri,1/16/2015,7:00:00 PM,7:00:00 PM,DET,IND,FSD,150,2.4,4,44,46,FSI,150,2.8,5,31,,,
588,Fri,1/16/2015,7:00:00 PM,7:00:00 PM,MEM,ORL,SSO-MEM,150,3.36,5.1,21.8,,FSFL,150,0.9,2,13,21,,
589,Fri,1/16/2015,7:00:00 PM,7:00:00 PM,NOP,PHI,FSNO,150,1.02,1.6,6.5,,CSN-P,150,0.9,1,26,31,,
590,Fri,1/16/2015,7:00:00 PM,7:00:00 PM,BRK,WAS,YES,150,0.6,1,42,48,CSN-W,150,1.4,3,35,47,,
591,Fri,1/16/2015,7:30:00 PM,7:30:00 PM,CHI,BOS,CSN-C,135,1.1,2,38,50,CSN-NE,135,1.8,3,44,54,,
592,Fri,1/16/2015,7:30:00 PM,7:30:00 PM,ATL,TOR,SSO-ATL,135,2.1,3,48,64,,,,,,,,
593,Fri,1/16/2015,8:00:00 PM,7:00:00 PM,GSW,OKC,CSN-BA,150,2.4,5,59,88,FSOK,150,4.27,7.3,30,,ESPN,
594,Fri,1/16/2015,8:30:00 PM,7:30:00 PM,DEN,DAL,ASE,150,0.9,2,14,20,FSSW-DAL,150,2.1,4,55,74,,
595,Fri,1/16/2015,8:30:00 PM,7:30:00 PM,POR,SAS,CSN-POR,150,4,8,47,70,FSSW-SA,135,8.5,15,78,,,
596,Fri,1/16/2015,9:00:00 PM,7:00:00 PM,MIN,PHX,FSNN-MIN,135,0.7,1,11,13,FSA,135,2.1,3,38,45,,
597,Fri,1/16/2015,9:00:00 PM,7:00:00 PM,LAL,UTA,TWC SN/TWC D,135,1.3,3,73,109,ROOT,135,3.244444444,6.666666667,29.33333333,,,
598,Fri,1/16/2015,10:00:00 PM,7:00:00 PM,MIA,SAC,SunSpM,150,3.8,7,62,83,CSN-S,135,1.7,3,22,27,,
599,Fri,1/16/2015,10:30:00 PM,7:30:00 PM,CLE,LAC,FSO,180,3.5,7,52,61,FSNP,180,1.2,2,64,93,ESPN,
600,Sat,1/17/2015,7:00:00 PM,7:00:00 PM,IND,CHA,FSI,165,3.1,6,34,,SSO-CHA,165,1.627272727,2.909090909,18.81818182,27.81818182,,
601,Sat,1/17/2015,7:30:00 PM,7:30:00 PM,PHI,DET,TCN-P,135,0.5,1,15,17,FSD,135,2,3,37,53,,
602,Sat,1/17/2015,8:00:00 PM,7:00:00 PM,ATL,CHI,SSO-ATL,135,2.6,4,60,101,WGN,135,7.5,14,262,399,,
603,Sat,1/17/2015,8:00:00 PM,7:00:00 PM,GSW,HOU,CSN-BA,150,3.8,9,93,168,CSN-H,150,1.6,3,37,69,NBA TV,
605,Sat,1/17/2015,8:00:00 PM,8:00:00 PM,WAS,BRK,CSN-W+,135,0.8,2,20,29,YES,135,0.3,1,24,22,,
604,Sat,1/17/2015,9:00:00 PM,8:00:00 PM,POR,MEM,CSN-POR,150,4,8,46,67,SSO-MEM,165,3.54,5.4,23.2,,,
606,Sat,1/17/2015,9:00:00 PM,7:00:00 PM,MIN,DEN,,,,,,,ASE,150,1,2,16,22,,
607,Sat,1/17/2015,10:00:00 PM,7:00:00 PM,LAC,SAC,FSNP,150,1.4,3,75,142,CSN-S,150,2.66,4.6,35.8,45.1,,
