Entering,Season,ATL,BOS,BRK,CHA,CHI,CLE,DAL,DEN,DET,GSW,HOU,IND,LAC,LAL,MEM,MIA,MIL,MIN,NOP,NYK,OKC,ORL,PHI,PHX,POR,SAC,SAS,TOR,UTA,WAS
2014-12-13,2014-15,0.727272727,0.333333333,0.428571429,0.272727273,0.636363636,0.590909091,0.708333333,0.454545455,0.173913043,0.904761905,0.772727273,0.304347826,0.727272727,0.304347826,0.818181818,0.47826087,0.47826087,0.227272727,0.5,0.2,0.434782609,0.36,0.090909091,0.5,0.739130435,0.47826087,0.695652174,0.739130435,0.260869565,0.727272727
2014-12-14,2014-15,0.695652174,0.333333333,0.454545455,0.260869565,0.636363636,0.590909091,0.68,0.434782609,0.208333333,0.909090909,0.782608696,0.291666667,0.695652174,0.304347826,0.826086957,0.47826087,0.5,0.227272727,0.5,0.2,0.434782609,0.384615385,0.086956522,0.5,0.75,0.458333333,0.695652174,0.739130435,0.260869565,0.727272727
2014-12-15,2014-15,0.695652174,0.333333333,0.454545455,0.260869565,0.652173913,0.590909091,0.68,0.416666667,0.208333333,0.913043478,0.782608696,0.291666667,0.695652174,0.333333333,0.826086957,0.458333333,0.5,0.217391304,0.47826087,0.192307692,0.458333333,0.384615385,0.086956522,0.48,0.75,0.458333333,0.708333333,0.75,0.25,0.739130435
2014-12-16,2014-15,0.708333333,0.363636364,0.454545455,0.25,0.625,0.608695652,0.68,0.416666667,0.2,0.913043478,0.782608696,0.32,0.708333333,0.32,0.826086957,0.458333333,0.52,0.217391304,0.47826087,0.192307692,0.458333333,0.37037037,0.083333333,0.461538462,0.76,0.458333333,0.68,0.76,0.25,0.739130435
2014-12-17,2014-15,0.708333333,0.363636364,0.434782609,0.25,0.625,0.608695652,0.692307692,0.416666667,0.2,0.875,0.782608696,0.32,0.708333333,0.32,0.833333333,0.48,0.52,0.208333333,0.5,0.185185185,0.48,0.37037037,0.083333333,0.461538462,0.76,0.44,0.68,0.76,0.24,0.75
2014-12-18,2014-15,0.72,0.391304348,0.416666667,0.24,0.625,0.583333333,0.703703704,0.4,0.192307692,0.875,0.791666667,0.307692308,0.72,0.32,0.84,0.461538462,0.5,0.208333333,0.5,0.185185185,0.48,0.357142857,0.083333333,0.481481481,0.769230769,0.44,0.653846154,0.769230769,0.269230769,0.75
2014-12-19,2014-15,0.72,0.391304348,0.416666667,0.24,0.64,0.583333333,0.703703704,0.4,0.192307692,0.88,0.76,0.307692308,0.72,0.32,0.84,0.461538462,0.518518519,0.208333333,0.52,0.178571429,0.461538462,0.357142857,0.083333333,0.481481481,0.769230769,0.423076923,0.653846154,0.769230769,0.269230769,0.75
2014-12-20,2014-15,0.72,0.416666667,0.4,0.269230769,0.653846154,0.6,0.703703704,0.423076923,0.185185185,0.88,0.76,0.307692308,0.692307692,0.307692308,0.807692308,0.444444444,0.518518519,0.2,0.52,0.178571429,0.481481481,0.344827586,0.08,0.481481481,0.777777778,0.423076923,0.62962963,0.777777778,0.296296296,0.76
2014-12-21,2014-15,0.730769231,0.416666667,0.4,0.296296296,0.653846154,0.6,0.714285714,0.444444444,0.185185185,0.88,0.730769231,0.296296296,0.703703704,0.307692308,0.807692308,0.444444444,0.5,0.2,0.5,0.172413793,0.481481481,0.344827586,0.08,0.5,0.785714286,0.423076923,0.607142857,0.777777778,0.285714286,0.76
2014-12-22,2014-15,0.730769231,0.4,0.423076923,0.296296296,0.653846154,0.615384615,0.714285714,0.444444444,0.178571429,0.88,0.730769231,0.321428571,0.703703704,0.296296296,0.777777778,0.464285714,0.5,0.192307692,0.518518519,0.166666667,0.464285714,0.333333333,0.115384615,0.517241379,0.785714286,0.444444444,0.607142857,0.785714286,0.285714286,0.730769231
2014-12-23,2014-15,0.740740741,0.4,0.423076923,0.321428571,0.666666667,0.615384615,0.689655172,0.428571429,0.178571429,0.884615385,0.740740741,0.321428571,0.678571429,0.296296296,0.75,0.464285714,0.5,0.192307692,0.518518519,0.166666667,0.464285714,0.333333333,0.115384615,0.517241379,0.75862069,0.428571429,0.620689655,0.75862069,0.310344828,0.730769231
2014-12-24,2014-15,0.75,0.384615385,0.444444444,0.344827586,0.678571429,0.62962963,0.666666667,0.413793103,0.178571429,0.851851852,0.740740741,0.344827586,0.655172414,0.321428571,0.75,0.448275862,0.482758621,0.185185185,0.5,0.166666667,0.448275862,0.35483871,0.148148148,0.533333333,0.766666667,0.428571429,0.620689655,0.75862069,0.310344828,0.703703704
2014-12-25,2014-15,0.75,0.384615385,0.444444444,0.344827586,0.678571429,0.62962963,0.666666667,0.413793103,0.178571429,0.851851852,0.740740741,0.344827586,0.655172414,0.321428571,0.75,0.448275862,0.482758621,0.185185185,0.5,0.166666667,0.448275862,0.35483871,0.148148148,0.533333333,0.766666667,0.428571429,0.620689655,0.75862069,0.310344828,0.703703704
2014-12-26,2014-15,0.75,0.384615385,0.444444444,0.344827586,0.689655172,0.607142857,0.666666667,0.413793103,0.178571429,0.821428571,0.740740741,0.344827586,0.666666667,0.310344828,0.75,0.466666667,0.482758621,0.185185185,0.5,0.161290323,0.466666667,0.35483871,0.148148148,0.533333333,0.766666667,0.428571429,0.6,0.75862069,0.310344828,0.714285714
2014-12-27,2014-15,0.724137931,0.37037037,0.464285714,0.333333333,0.689655172,0.620689655,0.677419355,0.433333333,0.206896552,0.821428571,0.75,0.333333333,0.666666667,0.3,0.724137931,0.466666667,0.5,0.178571429,0.517241379,0.161290323,0.483870968,0.34375,0.142857143,0.548387097,0.774193548,0.413793103,0.580645161,0.75862069,0.310344828,0.714285714
2014-12-28,2014-15,0.733333333,0.357142857,0.448275862,0.322580645,0.7,0.620689655,0.677419355,0.433333333,0.206896552,0.827586207,0.75,0.35483871,0.64516129,0.3,0.733333333,0.451612903,0.483870968,0.172413793,0.5,0.15625,0.483870968,0.363636364,0.137931034,0.548387097,0.774193548,0.433333333,0.580645161,0.766666667,0.333333333,0.724137931
2014-12-29,2014-15,0.733333333,0.357142857,0.448275862,0.322580645,0.7,0.6,0.6875,0.419354839,0.233333333,0.827586207,0.724137931,0.35483871,0.64516129,0.290322581,0.733333333,0.451612903,0.483870968,0.172413793,0.5,0.151515152,0.46875,0.363636364,0.137931034,0.5625,0.78125,0.433333333,0.59375,0.774193548,0.333333333,0.724137931
2014-12-30,2014-15,0.733333333,0.357142857,0.466666667,0.3125,0.709677419,0.6,0.6875,0.419354839,0.233333333,0.827586207,0.7,0.34375,0.65625,0.290322581,0.733333333,0.4375,0.5,0.172413793,0.5,0.151515152,0.46875,0.382352941,0.137931034,0.5625,0.78125,0.419354839,0.59375,0.774193548,0.322580645,0.733333333
2014-12-31,2014-15,0.741935484,0.357142857,0.483870968,0.3125,0.6875,0.580645161,0.696969697,0.40625,0.258064516,0.833333333,0.7,0.34375,0.65625,0.3125,0.741935484,0.4375,0.5,0.166666667,0.516129032,0.151515152,0.46875,0.371428571,0.133333333,0.545454545,0.787878788,0.419354839,0.575757576,0.75,0.34375,0.709677419
2015-1-1,2014-15,0.741935484,0.379310345,0.483870968,0.303030303,0.6875,0.5625,0.696969697,0.40625,0.258064516,0.833333333,0.709677419,0.363636364,0.666666667,0.3125,0.741935484,0.424242424,0.515151515,0.166666667,0.5,0.147058824,0.484848485,0.371428571,0.133333333,0.529411765,0.787878788,0.40625,0.588235294,0.75,0.34375,0.709677419
2015-1-2,2014-15,0.741935484,0.379310345,0.483870968,0.303030303,0.696969697,0.5625,0.696969697,0.393939394,0.258064516,0.833333333,0.709677419,0.363636364,0.666666667,0.3125,0.741935484,0.424242424,0.515151515,0.161290323,0.5,0.147058824,0.484848485,0.371428571,0.133333333,0.529411765,0.787878788,0.424242424,0.588235294,0.75,0.34375,0.709677419
2015-1-3,2014-15,0.75,0.366666667,0.5,0.294117647,0.696969697,0.575757576,0.705882353,0.393939394,0.28125,0.838709677,0.6875,0.382352941,0.666666667,0.303030303,0.75,0.424242424,0.5,0.161290323,0.515151515,0.142857143,0.5,0.361111111,0.129032258,0.542857143,0.787878788,0.424242424,0.588235294,0.727272727,0.333333333,0.6875
2015-1-4,2014-15,0.757575758,0.35483871,0.5,0.314285714,0.705882353,0.575757576,0.705882353,0.411764706,0.28125,0.838709677,0.696969697,0.382352941,0.676470588,0.303030303,0.727272727,0.411764706,0.5,0.15625,0.515151515,0.142857143,0.5,0.351351351,0.125,0.542857143,0.764705882,0.424242424,0.6,0.727272727,0.352941176,0.666666667
2015-1-5,2014-15,0.757575758,0.35483871,0.484848485,0.314285714,0.705882353,0.558823529,0.714285714,0.411764706,0.303030303,0.838709677,0.696969697,0.371428571,0.676470588,0.323529412,0.727272727,0.428571429,0.514285714,0.15625,0.515151515,0.138888889,0.5,0.351351351,0.125,0.555555556,0.764705882,0.411764706,0.6,0.705882353,0.352941176,0.666666667
2015-1-6,2014-15,0.764705882,0.34375,0.470588235,0.333333333,0.714285714,0.542857143,0.722222222,0.428571429,0.303030303,0.84375,0.676470588,0.388888889,0.657142857,0.314285714,0.735294118,0.428571429,0.514285714,0.151515152,0.5,0.135135135,0.485714286,0.351351351,0.151515152,0.555555556,0.771428571,0.411764706,0.6,0.705882353,0.342857143,0.676470588
2015-1-7,2014-15,0.764705882,0.34375,0.470588235,0.333333333,0.714285714,0.542857143,0.722222222,0.428571429,0.323529412,0.84375,0.676470588,0.388888889,0.657142857,0.314285714,0.735294118,0.428571429,0.5,0.151515152,0.5,0.135135135,0.485714286,0.351351351,0.151515152,0.567567568,0.771428571,0.411764706,0.583333333,0.705882353,0.342857143,0.676470588
2015-1-8,2014-15,0.771428571,0.363636364,0.457142857,0.351351351,0.694444444,0.527777778,0.702702703,0.444444444,0.342857143,0.848484848,0.685714286,0.378378378,0.666666667,0.305555556,0.714285714,0.428571429,0.513513514,0.147058824,0.485714286,0.131578947,0.472222222,0.342105263,0.147058824,0.578947368,0.771428571,0.428571429,0.583333333,0.705882353,0.361111111,0.685714286
2015-1-9,2014-15,0.771428571,0.363636364,0.457142857,0.368421053,0.694444444,0.527777778,0.702702703,0.444444444,0.342857143,0.848484848,0.694444444,0.378378378,0.666666667,0.305555556,0.714285714,0.416666667,0.513513514,0.147058824,0.485714286,0.128205128,0.472222222,0.342105263,0.147058824,0.578947368,0.777777778,0.428571429,0.583333333,0.685714286,0.361111111,0.685714286
2015-1-10,2014-15,0.777777778,0.352941176,0.444444444,0.368421053,0.675675676,0.513513514,0.702702703,0.459459459,0.333333333,0.852941176,0.694444444,0.394736842,0.666666667,0.324324324,0.694444444,0.416666667,0.526315789,0.142857143,0.5,0.128205128,0.486486486,0.333333333,0.171428571,0.564102564,0.777777778,0.416666667,0.594594595,0.685714286,0.351351351,0.694444444
2015-1-11,2014-15,0.777777778,0.342857143,0.432432432,0.384615385,0.684210526,0.513513514,0.684210526,0.459459459,0.351351351,0.852941176,0.702702703,0.384615385,0.675675676,0.324324324,0.694444444,0.416666667,0.512820513,0.138888889,0.5,0.125,0.486486486,0.325,0.194444444,0.564102564,0.783783784,0.416666667,0.605263158,0.694444444,0.342105263,0.694444444
2015-1-12,2014-15,0.783783784,0.342857143,0.432432432,0.384615385,0.684210526,0.5,0.684210526,0.459459459,0.351351351,0.852941176,0.702702703,0.384615385,0.657894737,0.315789474,0.702702703,0.432432432,0.512820513,0.138888889,0.5,0.125,0.486486486,0.325,0.194444444,0.55,0.789473684,0.432432432,0.605263158,0.694444444,0.342105263,0.675675676
2015-1-13,2014-15,0.783783784,0.361111111,0.421052632,0.384615385,0.666666667,0.5,0.684210526,0.459459459,0.368421053,0.852941176,0.710526316,0.384615385,0.657894737,0.315789474,0.702702703,0.432432432,0.512820513,0.138888889,0.486486486,0.125,0.486486486,0.341463415,0.194444444,0.55,0.789473684,0.432432432,0.605263158,0.675675676,0.342105263,0.675675676
2015-1-14,2014-15,0.789473684,0.361111111,0.421052632,0.384615385,0.666666667,0.487179487,0.692307692,0.459459459,0.368421053,0.857142857,0.710526316,0.375,0.657894737,0.307692308,0.702702703,0.447368421,0.512820513,0.162162162,0.486486486,0.125,0.486486486,0.341463415,0.189189189,0.56097561,0.789473684,0.421052632,0.58974359,0.675675676,0.333333333,0.684210526
2015-1-15,2014-15,0.794871795,0.351351351,0.41025641,0.375,0.65,0.487179487,0.675,0.473684211,0.358974359,0.861111111,0.692307692,0.375,0.666666667,0.307692308,0.710526316,0.435897436,0.512820513,0.162162162,0.5,0.125,0.486486486,0.357142857,0.184210526,0.56097561,0.769230769,0.421052632,0.6,0.684210526,0.333333333,0.692307692
2015-1-16,2014-15,0.794871795,0.351351351,0.41025641,0.375,0.65,0.5,0.675,0.473684211,0.358974359,0.861111111,0.7,0.375,0.666666667,0.3,0.710526316,0.435897436,0.525,0.162162162,0.5,0.12195122,0.473684211,0.357142857,0.184210526,0.56097561,0.769230769,0.421052632,0.6,0.684210526,0.333333333,0.692307692
2015-1-17,2014-15,0.8,0.342105263,0.425,0.375,0.658536585,0.512195122,0.682926829,0.461538462,0.375,0.837837838,0.7,0.365853659,0.65,0.292682927,0.717948718,0.45,0.525,0.157894737,0.487179487,0.12195122,0.487179487,0.348837209,0.205128205,0.571428571,0.75,0.41025641,0.609756098,0.666666667,0.35,0.675
2015-1-18,2014-15,0.804878049,0.342105263,0.414634146,0.390243902,0.642857143,0.512195122,0.682926829,0.45,0.390243902,0.842105263,0.682926829,0.357142857,0.658536585,0.292682927,0.725,0.45,0.525,0.179487179,0.487179487,0.12195122,0.487179487,0.348837209,0.2,0.571428571,0.731707317,0.4,0.609756098,0.666666667,0.35,0.682926829
2015-1-19,2014-15,0.804878049,0.342105263,0.414634146,0.390243902,0.642857143,0.512195122,0.682926829,0.45,0.390243902,0.842105263,0.682926829,0.357142857,0.658536585,0.292682927,0.725,0.45,0.525,0.179487179,0.5,0.12195122,0.5,0.340909091,0.2,0.571428571,0.731707317,0.4,0.619047619,0.65,0.341463415,0.682926829
2015-1-20,2014-15,0.80952381,0.333333333,0.414634146,0.404761905,0.627906977,0.523809524,0.69047619,0.43902439,0.380952381,0.846153846,0.69047619,0.348837209,0.666666667,0.285714286,0.707317073,0.45,0.512195122,0.175,0.487804878,0.142857143,0.5,0.340909091,0.195121951,0.581395349,0.738095238,0.390243902,0.619047619,0.658536585,0.341463415,0.69047619
2015-1-21,2014-15,0.80952381,0.333333333,0.414634146,0.404761905,0.627906977,0.523809524,0.69047619,0.428571429,0.380952381,0.846153846,0.69047619,0.348837209,0.666666667,0.285714286,0.707317073,0.43902439,0.512195122,0.175,0.487804878,0.142857143,0.512195122,0.340909091,0.195121951,0.581395349,0.738095238,0.390243902,0.627906977,0.658536585,0.341463415,0.69047619
2015-1-22,2014-15,0.813953488,0.333333333,0.428571429,0.418604651,0.627906977,0.534883721,0.697674419,0.428571429,0.395348837,0.85,0.674418605,0.340909091,0.666666667,0.279069767,0.714285714,0.428571429,0.512195122,0.170731707,0.5,0.162790698,0.523809524,0.333333333,0.19047619,0.590909091,0.720930233,0.380952381,0.627906977,0.642857143,0.333333333,0.674418605
2015-1-23,2014-15,0.813953488,0.35,0.418604651,0.418604651,0.636363636,0.534883721,0.697674419,0.428571429,0.395348837,0.85,0.674418605,0.340909091,0.674418605,0.279069767,0.714285714,0.428571429,0.5,0.170731707,0.5,0.162790698,0.523809524,0.333333333,0.19047619,0.590909091,0.704545455,0.380952381,0.613636364,0.642857143,0.348837209,0.674418605
2015-1-24,2014-15,0.818181818,0.365853659,0.418604651,0.409090909,0.644444444,0.545454545,0.681818182,0.418604651,0.395348837,0.853658537,0.681818182,0.333333333,0.674418605,0.272727273,0.714285714,0.441860465,0.5,0.166666667,0.511627907,0.181818182,0.511627907,0.326086957,0.186046512,0.577777778,0.704545455,0.372093023,0.622222222,0.651162791,0.348837209,0.674418605
2015-1-25,2014-15,0.818181818,0.365853659,0.409090909,0.422222222,0.644444444,0.545454545,0.681818182,0.418604651,0.386363636,0.853658537,0.681818182,0.333333333,0.674418605,0.272727273,0.720930233,0.441860465,0.511627907,0.166666667,0.511627907,0.177777778,0.511627907,0.326086957,0.181818182,0.577777778,0.711111111,0.372093023,0.622222222,0.651162791,0.363636364,0.659090909
2015-1-26,2014-15,0.822222222,0.357142857,0.409090909,0.422222222,0.630434783,0.555555556,0.666666667,0.409090909,0.377777778,0.857142857,0.688888889,0.347826087,0.681818182,0.266666667,0.720930233,0.454545455,0.5,0.162790698,0.522727273,0.177777778,0.5,0.319148936,0.181818182,0.565217391,0.711111111,0.372093023,0.630434783,0.659090909,0.363636364,0.666666667
2015-1-27,2014-15,0.822222222,0.372093023,0.409090909,0.422222222,0.630434783,0.555555556,0.666666667,0.4,0.377777778,0.857142857,0.688888889,0.347826087,0.688888889,0.266666667,0.727272727,0.454545455,0.5,0.159090909,0.533333333,0.177777778,0.511111111,0.3125,0.177777778,0.565217391,0.711111111,0.372093023,0.630434783,0.659090909,0.355555556,0.666666667
2015-1-28,2014-15,0.822222222,0.372093023,0.409090909,0.422222222,0.638297872,0.565217391,0.652173913,0.4,0.369565217,0.837209302,0.688888889,0.340425532,0.688888889,0.260869565,0.733333333,0.444444444,0.511111111,0.159090909,0.533333333,0.177777778,0.511111111,0.3125,0.177777778,0.565217391,0.711111111,0.372093023,0.630434783,0.666666667,0.355555556,0.673913043
2015-1-29,2014-15,0.826086957,0.363636364,0.4,0.413043478,0.638297872,0.574468085,0.638297872,0.413043478,0.361702128,0.837209302,0.695652174,0.340425532,0.695652174,0.260869565,0.733333333,0.444444444,0.511111111,0.177777778,0.52173913,0.195652174,0.5,0.3125,0.195652174,0.574468085,0.695652174,0.363636364,0.638297872,0.673913043,0.347826087,0.659574468
2015-1-30,2014-15,0.826086957,0.363636364,0.4,0.413043478,0.625,0.574468085,0.638297872,0.404255319,0.361702128,0.837209302,0.695652174,0.354166667,0.695652174,0.276595745,0.739130435,0.444444444,0.52173913,0.177777778,0.52173913,0.191489362,0.5,0.306122449,0.195652174,0.574468085,0.695652174,0.363636364,0.638297872,0.673913043,0.347826087,0.659574468
2015-1-31,2014-15,0.829787234,0.355555556,0.391304348,0.413043478,0.612244898,0.583333333,0.645833333,0.404255319,0.361702128,0.818181818,0.70212766,0.354166667,0.680851064,0.276595745,0.739130435,0.434782609,0.52173913,0.173913043,0.531914894,0.191489362,0.5,0.306122449,0.212765957,0.583333333,0.680851064,0.355555556,0.638297872,0.680851064,0.361702128,0.659574468
2015-2-1,2014-15,0.833333333,0.355555556,0.391304348,0.425531915,0.612244898,0.591836735,0.653061224,0.395833333,0.375,0.822222222,0.6875,0.346938776,0.6875,0.276595745,0.744680851,0.434782609,0.531914894,0.170212766,0.531914894,0.191489362,0.489361702,0.3,0.208333333,0.571428571,0.666666667,0.369565217,0.625,0.6875,0.361702128,0.645833333
2015-2-2,2014-15,0.833333333,0.347826087,0.391304348,0.425531915,0.612244898,0.591836735,0.653061224,0.395833333,0.375,0.822222222,0.6875,0.346938776,0.6875,0.270833333,0.744680851,0.446808511,0.531914894,0.170212766,0.531914894,0.208333333,0.489361702,0.3,0.208333333,0.571428571,0.666666667,0.369565217,0.625,0.6875,0.361702128,0.645833333
2015-2-3,2014-15,0.816326531,0.347826087,0.404255319,0.4375,0.612244898,0.6,0.66,0.395833333,0.375,0.822222222,0.6875,0.346938776,0.673469388,0.270833333,0.75,0.446808511,0.541666667,0.166666667,0.541666667,0.208333333,0.5,0.294117647,0.204081633,0.56,0.666666667,0.369565217,0.625,0.673469388,0.361702128,0.632653061
2015-2-4,2014-15,0.816326531,0.361702128,0.404255319,0.4375,0.612244898,0.6,0.66,0.387755102,0.387755102,0.826086957,0.6875,0.346938776,0.673469388,0.270833333,0.75,0.4375,0.541666667,0.166666667,0.541666667,0.204081633,0.5,0.294117647,0.22,0.56,0.673469388,0.361702128,0.625,0.673469388,0.354166667,0.632653061
2015-2-5,2014-15,0.82,0.375,0.416666667,0.4375,0.6,0.6,0.647058824,0.38,0.38,0.829787234,0.693877551,0.36,0.673469388,0.265306122,0.755102041,0.428571429,0.551020408,0.183673469,0.530612245,0.204081633,0.510204082,0.288461538,0.22,0.56,0.673469388,0.361702128,0.632653061,0.66,0.346938776,0.62
2015-2-6,2014-15,0.82,0.375,0.416666667,0.448979592,0.6,0.607843137,0.653846154,0.38,0.38,0.829787234,0.693877551,0.36,0.66,0.265306122,0.755102041,0.428571429,0.551020408,0.183673469,0.530612245,0.204081633,0.510204082,0.288461538,0.22,0.549019608,0.68,0.354166667,0.632653061,0.66,0.346938776,0.607843137
2015-2-7,2014-15,0.823529412,0.387755102,0.428571429,0.448979592,0.6,0.596153846,0.653846154,0.37254902,0.392156863,0.8125,0.7,0.37254902,0.647058824,0.26,0.74,0.42,0.54,0.2,0.54,0.2,0.5,0.301886792,0.215686275,0.557692308,0.68,0.354166667,0.64,0.666666667,0.34,0.607843137
2015-2-8,2014-15,0.823529412,0.38,0.42,0.44,0.607843137,0.596153846,0.660377358,0.37254902,0.392156863,0.816326531,0.7,0.37254902,0.647058824,0.26,0.74,0.42,0.549019608,0.2,0.529411765,0.196078431,0.5,0.301886792,0.230769231,0.557692308,0.666666667,0.346938776,0.64,0.666666667,0.352941176,0.615384615
2015-2-9,2014-15,0.807692308,0.38,0.42,0.431372549,0.615384615,0.603773585,0.660377358,0.37254902,0.384615385,0.816326531,0.68627451,0.384615385,0.634615385,0.254901961,0.745098039,0.42,0.549019608,0.215686275,0.529411765,0.196078431,0.509803922,0.296296296,0.230769231,0.547169811,0.673076923,0.36,0.62745098,0.673076923,0.352941176,0.615384615
2015-2-10,2014-15,0.811320755,0.38,0.411764706,0.431372549,0.615384615,0.603773585,0.648148148,0.365384615,0.384615385,0.82,0.68627451,0.377358491,0.641509434,0.254901961,0.745098039,0.431372549,0.557692308,0.211538462,0.519230769,0.192307692,0.519230769,0.290909091,0.226415094,0.547169811,0.673076923,0.36,0.634615385,0.673076923,0.365384615,0.622641509
2015-2-11,2014-15,0.811320755,0.38,0.403846154,0.423076923,0.622641509,0.603773585,0.648148148,0.377358491,0.396226415,0.82,0.692307692,0.377358491,0.641509434,0.25,0.75,0.431372549,0.557692308,0.211538462,0.519230769,0.192307692,0.519230769,0.290909091,0.226415094,0.537037037,0.673076923,0.352941176,0.634615385,0.673076923,0.365384615,0.622641509
2015-2-12,2014-15,0.796296296,0.392156863,0.403846154,0.423076923,0.622641509,0.611111111,0.654545455,0.377358491,0.388888889,0.823529412,0.679245283,0.388888889,0.648148148,0.245283019,0.735849057,0.423076923,0.566037736,0.20754717,0.509433962,0.188679245,0.528301887,0.303571429,0.226415094,0.537037037,0.679245283,0.346153846,0.641509434,0.679245283,0.358490566,0.611111111
2015-2-13,2014-15,0.796296296,0.392156863,0.403846154,0.423076923,0.62962963,0.6,0.654545455,0.377358491,0.388888889,0.823529412,0.679245283,0.388888889,0.648148148,0.245283019,0.735849057,0.423076923,0.566037736,0.20754717,0.509433962,0.188679245,0.528301887,0.303571429,0.226415094,0.537037037,0.679245283,0.346153846,0.641509434,0.679245283,0.358490566,0.611111111
2015-2-14,2014-15,0.796296296,0.392156863,0.403846154,0.423076923,0.62962963,0.6,0.654545455,0.377358491,0.388888889,0.823529412,0.679245283,0.388888889,0.648148148,0.245283019,0.735849057,0.423076923,0.566037736,0.20754717,0.509433962,0.188679245,0.528301887,0.303571429,0.226415094,0.537037037,0.679245283,0.346153846,0.641509434,0.679245283,0.358490566,0.611111111
2015-2-15,2014-15,0.796296296,0.392156863,0.403846154,0.423076923,0.62962963,0.6,0.654545455,0.377358491,0.388888889,0.823529412,0.679245283,0.388888889,0.648148148,0.245283019,0.735849057,0.423076923,0.566037736,0.20754717,0.509433962,0.188679245,0.528301887,0.303571429,0.226415094,0.537037037,0.679245283,0.346153846,0.641509434,0.679245283,0.358490566,0.611111111
2015-2-16,2014-15,0.796296296,0.392156863,0.403846154,0.423076923,0.62962963,0.6,0.654545455,0.377358491,0.388888889,0.823529412,0.679245283,0.388888889,0.648148148,0.245283019,0.735849057,0.423076923,0.566037736,0.20754717,0.509433962,0.188679245,0.528301887,0.303571429,0.226415094,0.537037037,0.679245283,0.346153846,0.641509434,0.679245283,0.358490566,0.611111111
2015-2-17,2014-15,0.796296296,0.392156863,0.403846154,0.423076923,0.62962963,0.6,0.654545455,0.377358491,0.388888889,0.823529412,0.679245283,0.388888889,0.648148148,0.245283019,0.735849057,0.423076923,0.566037736,0.20754717,0.509433962,0.188679245,0.528301887,0.303571429,0.226415094,0.537037037,0.679245283,0.346153846,0.641509434,0.679245283,0.358490566,0.611111111
2015-2-18,2014-15,0.796296296,0.392156863,0.403846154,0.423076923,0.62962963,0.6,0.654545455,0.377358491,0.388888889,0.823529412,0.679245283,0.388888889,0.648148148,0.245283019,0.735849057,0.423076923,0.566037736,0.20754717,0.509433962,0.188679245,0.528301887,0.303571429,0.226415094,0.537037037,0.679245283,0.346153846,0.641509434,0.679245283,0.358490566,0.611111111
2015-2-19,2014-15,0.796296296,0.392156863,0.403846154,0.423076923,0.62962963,0.6,0.654545455,0.377358491,0.388888889,0.823529412,0.679245283,0.388888889,0.648148148,0.245283019,0.735849057,0.423076923,0.566037736,0.20754717,0.509433962,0.188679245,0.528301887,0.303571429,0.226415094,0.537037037,0.679245283,0.346153846,0.641509434,0.679245283,0.358490566,0.611111111
2015-2-20,2014-15,0.796296296,0.392156863,0.403846154,0.423076923,0.62962963,0.6,0.642857143,0.377358491,0.388888889,0.823529412,0.679245283,0.388888889,0.654545455,0.245283019,0.735849057,0.423076923,0.566037736,0.20754717,0.509433962,0.188679245,0.537037037,0.303571429,0.226415094,0.537037037,0.679245283,0.346153846,0.62962963,0.679245283,0.358490566,0.611111111
2015-2-21,2014-15,0.781818182,0.384615385,0.41509434,0.423076923,0.618181818,0.607142857,0.649122807,0.37037037,0.4,0.826923077,0.666666667,0.4,0.654545455,0.240740741,0.735849057,0.433962264,0.574074074,0.222222222,0.5,0.185185185,0.537037037,0.315789474,0.222222222,0.527272727,0.666666667,0.358490566,0.618181818,0.685185185,0.37037037,0.6
2015-2-22,2014-15,0.781818182,0.384615385,0.41509434,0.41509434,0.625,0.607142857,0.649122807,0.37037037,0.4,0.826923077,0.672727273,0.4,0.660714286,0.240740741,0.735849057,0.425925926,0.574074074,0.222222222,0.509090909,0.185185185,0.545454545,0.315789474,0.222222222,0.517857143,0.666666667,0.351851852,0.618181818,0.672727273,0.37037037,0.6
2015-2-23,2014-15,0.785714286,0.377358491,0.41509434,0.407407407,0.625,0.614035088,0.655172414,0.363636364,0.410714286,0.811320755,0.672727273,0.410714286,0.660714286,0.254545455,0.740740741,0.425925926,0.563636364,0.222222222,0.509090909,0.181818182,0.553571429,0.327586207,0.218181818,0.517857143,0.654545455,0.351851852,0.618181818,0.672727273,0.37037037,0.589285714
2015-2-24,2014-15,0.785714286,0.388888889,0.425925926,0.407407407,0.631578947,0.614035088,0.655172414,0.357142857,0.410714286,0.811320755,0.678571429,0.410714286,0.649122807,0.254545455,0.745454545,0.436363636,0.553571429,0.218181818,0.517857143,0.181818182,0.553571429,0.327586207,0.214285714,0.50877193,0.654545455,0.351851852,0.607142857,0.660714286,0.381818182,0.589285714
